ID,Text,Primary Category ID,Secondary Category IDs,Classification Reasoning
786,I'm locked out of my account even though my password is correct. Thanks in advance for your help. Not sure if this is a known issue.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
787,I think this message got sent to the wrong department—I'm looking for HR. Please let me know what steps I should take next. Let me know if you need screenshots or additional details. I haven't changed any settings recently.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
788,Your cancellation policy feels misleading based on what was advertised. I checked the FAQ but couldn't find anything useful.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
789,I'm thinking about canceling because I no longer need the service. Let me know if you need screenshots or additional details. This issue is affecting my work. Please let me know what steps I should take next.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
790,Any chance of adding more customization to the dashboard widgets? This issue is affecting my work. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
791,The two-factor authentication code never arrives to my phone. I haven't changed any settings recently.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
792,The instructions on your help page don't match what I see in the app. Please let me know what steps I should take next.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
793,The dashboard graphs are not loading like they used to. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
794,Are there known outages right now? My whole team is affected. I haven't changed any settings recently.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
795,Your cancellation policy feels misleading based on what was advertised. Please let me know what steps I should take next. This issue is affecting my work.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
796,I'd love to see better integration with other tools I use daily. I haven't changed any settings recently. This has been really frustrating. Thanks in advance for your help.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
797,The app keeps freezing whenever I try to upload a file. This has been really frustrating. I checked the FAQ but couldn't find anything useful. This issue is affecting my work.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
798,Are there known outages right now? My whole team is affected. Not sure if this is a known issue.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
799,The two-factor authentication code never arrives to my phone. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently. Hoping you can help me resolve this quickly.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
800,What exactly is the difference between your basic and premium plans? I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently. Hoping you can help me resolve this quickly.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
801,The invoice amount doesn't match what was shown during checkout. Please let me know what steps I should take next. This has been really frustrating.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
802,I'm being charged fees that I was never informed about. This has been really frustrating. Hoping you can help me resolve this quickly.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
803,My package was marked delivered but it's nowhere to be found. Thanks in advance for your help. Not sure if this is a known issue.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
804,This product has made my workflow so much easier. I haven't changed any settings recently.,C10,,The text is primarily praise or positive feedback about the product or support.
805,Any chance of adding more customization to the dashboard widgets? Thanks in advance for your help. This has been really frustrating.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
806,I noticed an unexpected charge on my account and can't figure out where it came from. Let me know if you need screenshots or additional details. This has been really frustrating.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
807,I received the wrong item and need to exchange it. Please let me know what steps I should take next.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
808,The shipment arrived damaged and unusable. Not sure if this is a known issue. Let me know if you need screenshots or additional details.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
809,The invoice amount doesn't match what was shown during checkout. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next. Hoping you can help me resolve this quickly.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
810,I'm locked out of my account even though my password is correct. Please let me know what steps I should take next. Let me know if you need screenshots or additional details. Thanks in advance for your help.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
811,Are there known outages right now? My whole team is affected. Not sure if this is a known issue.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
812,I'd love to see better integration with other tools I use daily. Not sure if this is a known issue. Please let me know what steps I should take next. Thanks in advance for your help.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
813,I was billed twice for the same month and need help sorting it out. This has been really frustrating. Hoping you can help me resolve this quickly. I checked the FAQ but couldn't find anything useful.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
814,The app keeps freezing whenever I try to upload a file. Hoping you can help me resolve this quickly.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
815,The tracking number hasn't updated in over a week. Please let me know what steps I should take next. I haven't changed any settings recently. This has been really frustrating.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
816,I can't reset my password because the reset link keeps expiring instantly. This has been really frustrating. Please let me know what steps I should take next.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
817,The app keeps freezing whenever I try to upload a file. This issue is affecting my work.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
818,I was told one thing by sales and now support is telling me something else. I checked the FAQ but couldn't find anything useful. This has been really frustrating.,C11,,They dispute policies or conflicting expectations set by different teams.
819,I canceled but I'm still being charged monthly. Hoping you can help me resolve this quickly. Not sure if this is a known issue.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
820,I don’t understand why certain features disappear after I log in. This issue is affecting my work. Please let me know what steps I should take next.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
821,I received the wrong item and need to exchange it. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
822,Just a quick note to say I love the new update! Let me know if you need screenshots or additional details.,C10,,The text is primarily praise or positive feedback about the product or support.
823,What exactly is the difference between your basic and premium plans? Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
824,I don’t understand why certain features disappear after I log in. I've tried troubleshooting on my own but no luck.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
825,The instructions on your help page don't match what I see in the app. This issue is affecting my work. I've tried troubleshooting on my own but no luck. Please let me know what steps I should take next.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
826,I was billed twice for the same month and need help sorting it out. I haven't changed any settings recently.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
827,The tracking number hasn't updated in over a week. Not sure if this is a known issue. This has been really frustrating.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
828,The latest update caused the settings page to crash. Please let me know what steps I should take next.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
829,I canceled but I'm still being charged monthly. Hoping you can help me resolve this quickly. Not sure if this is a known issue. This issue is affecting my work.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
830,I just wanted to say your support team was incredibly helpful. I've tried troubleshooting on my own but no luck.,C10,,The text is primarily praise or positive feedback about the product or support.
831,"Sorry if this isn't the right inbox, but I need help with something unrelated. Please let me know what steps I should take next. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
832,Any chance of adding more customization to the dashboard widgets? Not sure if this is a known issue. This has been really frustrating. I've tried troubleshooting on my own but no luck.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
833,I received the wrong item and need to exchange it. Thanks in advance for your help. I haven't changed any settings recently.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
834,Just a quick note to say I love the new update! Not sure if this is a known issue. This issue is affecting my work.,C10,,The text is primarily praise or positive feedback about the product or support.
835,The invoice amount doesn't match what was shown during checkout. This has been really frustrating. Thanks in advance for your help. I haven't changed any settings recently.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
836,Just a quick note to say I love the new update! This has been really frustrating.,C10,,The text is primarily praise or positive feedback about the product or support.
837,I was hoping to switch to a free plan but don't see any downgrade option. I haven't changed any settings recently. This has been really frustrating.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
838,My package was marked delivered but it's nowhere to be found. Hoping you can help me resolve this quickly.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
839,Can you add support for exporting reports in more formats? I've tried troubleshooting on my own but no luck. This has been really frustrating.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
840,"Sorry if this isn't the right inbox, but I need help with something unrelated. Hoping you can help me resolve this quickly. Let me know if you need screenshots or additional details. Thanks in advance for your help.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
841,I think this message got sent to the wrong department—I'm looking for HR. Let me know if you need screenshots or additional details.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
842,The tracking number hasn't updated in over a week. Hoping you can help me resolve this quickly.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
843,Any chance of adding more customization to the dashboard widgets? This issue is affecting my work.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
844,Any chance of adding more customization to the dashboard widgets? Not sure if this is a known issue. Hoping you can help me resolve this quickly.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
845,Can you add support for exporting reports in more formats? I haven't changed any settings recently. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
846,I think this message got sent to the wrong department—I'm looking for HR. This issue is affecting my work.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
847,My package was marked delivered but it's nowhere to be found. I've tried troubleshooting on my own but no luck.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
848,My email login stopped working after I updated my profile. Please let me know what steps I should take next. Let me know if you need screenshots or additional details.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
849,Can you add support for exporting reports in more formats? Please let me know what steps I should take next.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
850,The dashboard graphs are not loading like they used to. Hoping you can help me resolve this quickly. This has been really frustrating.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
851,The tracking number hasn't updated in over a week. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently. Thanks in advance for your help.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
852,What exactly is the difference between your basic and premium plans? Please let me know what steps I should take next.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
853,Your service seems to be down—I can't access anything. Hoping you can help me resolve this quickly. This issue is affecting my work. Please let me know what steps I should take next.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
854,Your service seems to be down—I can't access anything. This issue is affecting my work. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
855,The dashboard graphs are not loading like they used to. I've tried troubleshooting on my own but no luck. Thanks in advance for your help. Let me know if you need screenshots or additional details.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
856,My email login stopped working after I updated my profile. Not sure if this is a known issue. Please let me know what steps I should take next. This has been really frustrating.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
857,Everything was working fine earlier but now nothing loads. Thanks in advance for your help. I haven't changed any settings recently. Please let me know what steps I should take next.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
858,I'm being charged fees that I was never informed about. This has been really frustrating. Please let me know what steps I should take next. Not sure if this is a known issue.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
859,I was billed twice for the same month and need help sorting it out. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck. Let me know if you need screenshots or additional details.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
860,My package was marked delivered but it's nowhere to be found. I checked the FAQ but couldn't find anything useful. This has been really frustrating. I haven't changed any settings recently.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
861,Just a quick note to say I love the new update! This has been really frustrating.,C10,,The text is primarily praise or positive feedback about the product or support.
862,Are there known outages right now? My whole team is affected. This has been really frustrating. This issue is affecting my work.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
863,My email login stopped working after I updated my profile. I've tried troubleshooting on my own but no luck.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
864,I canceled but I'm still being charged monthly. This issue is affecting my work. Thanks in advance for your help.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
865,The two-factor authentication code never arrives to my phone. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
866,This request is actually about a different service you offer. Let me know if you need screenshots or additional details. I checked the FAQ but couldn't find anything useful.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
867,Really impressed with how fast your team resolved my issue. This has been really frustrating. Hoping you can help me resolve this quickly. I haven't changed any settings recently.,C10,,The text is primarily praise or positive feedback about the product or support.
868,I can't reset my password because the reset link keeps expiring instantly. This issue is affecting my work.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
869,Your cancellation policy feels misleading based on what was advertised. Let me know if you need screenshots or additional details. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
870,The invoice amount doesn't match what was shown during checkout. This has been really frustrating.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
871,"The system keeps timing out, so I assume there's a backend issue. I haven't changed any settings recently.",C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
872,Are there known outages right now? My whole team is affected. Not sure if this is a known issue.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
873,Any chance of adding more customization to the dashboard widgets? I haven't changed any settings recently. Not sure if this is a known issue. Let me know if you need screenshots or additional details.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
874,Really impressed with how fast your team resolved my issue. Let me know if you need screenshots or additional details. I've tried troubleshooting on my own but no luck.,C10,,The text is primarily praise or positive feedback about the product or support.
875,My email login stopped working after I updated my profile. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
876,"Sorry if this isn't the right inbox, but I need help with something unrelated. This has been really frustrating. Thanks in advance for your help. I haven't changed any settings recently.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
877,I was told one thing by sales and now support is telling me something else. Thanks in advance for your help. Hoping you can help me resolve this quickly.,C11,,They dispute policies or conflicting expectations set by different teams.
878,What exactly is the difference between your basic and premium plans? This issue is affecting my work.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
879,I'd like to cancel my account but can't find the option anywhere. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently. Thanks in advance for your help.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
880,I don’t understand why certain features disappear after I log in. I've tried troubleshooting on my own but no luck.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
881,I think this message got sent to the wrong department—I'm looking for HR. Thanks in advance for your help.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
882,This request is actually about a different service you offer. Thanks in advance for your help. I haven't changed any settings recently.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
883,This product has made my workflow so much easier. Hoping you can help me resolve this quickly. Please let me know what steps I should take next.,C10,,The text is primarily praise or positive feedback about the product or support.
884,This request is actually about a different service you offer. Thanks in advance for your help.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
885,The instructions on your help page don't match what I see in the app. Thanks in advance for your help.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
886,The dashboard graphs are not loading like they used to. I haven't changed any settings recently.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
887,Why was my refund request denied even though I'm within the return window? I've tried troubleshooting on my own but no luck. Hoping you can help me resolve this quickly.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
888,It would be great if there was a dark mode. This issue is affecting my work.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
889,I'm being charged fees that I was never informed about. Please let me know what steps I should take next. Not sure if this is a known issue. Let me know if you need screenshots or additional details.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
890,The shipment arrived damaged and unusable. I haven't changed any settings recently. This issue is affecting my work.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
891,My email login stopped working after I updated my profile. Let me know if you need screenshots or additional details.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
892,Your cancellation policy feels misleading based on what was advertised. I checked the FAQ but couldn't find anything useful.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
893,My email login stopped working after I updated my profile. Let me know if you need screenshots or additional details.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
894,My email login stopped working after I updated my profile. I haven't changed any settings recently. This issue is affecting my work. Let me know if you need screenshots or additional details.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
895,Why was my refund request denied even though I'm within the return window? This issue is affecting my work.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
896,Your service seems to be down—I can't access anything. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
897,Everything was working fine earlier but now nothing loads. This has been really frustrating. Hoping you can help me resolve this quickly. Please let me know what steps I should take next.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
898,The shipment arrived damaged and unusable. Please let me know what steps I should take next. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
899,Your cancellation policy feels misleading based on what was advertised. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck. Let me know if you need screenshots or additional details.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
900,Everything was working fine earlier but now nothing loads. I checked the FAQ but couldn't find anything useful. This has been really frustrating.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
901,I don’t understand why certain features disappear after I log in. I've tried troubleshooting on my own but no luck. Let me know if you need screenshots or additional details.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
902,Really impressed with how fast your team resolved my issue. This issue is affecting my work.,C10,,The text is primarily praise or positive feedback about the product or support.
903,"Not sure who to contact, but hoping you can point me in the right direction. Thanks in advance for your help.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
904,"The system keeps timing out, so I assume there's a backend issue. Hoping you can help me resolve this quickly.",C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
905,I'm locked out of my account even though my password is correct. This has been really frustrating. Not sure if this is a known issue.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
906,I keep getting a blank screen after logging in. I've tried troubleshooting on my own but no luck. This issue is affecting my work.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
907,I think this message got sent to the wrong department—I'm looking for HR. Let me know if you need screenshots or additional details.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
908,The tracking number hasn't updated in over a week. This issue is affecting my work. This has been really frustrating. Please let me know what steps I should take next.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
909,The instructions on your help page don't match what I see in the app. I've tried troubleshooting on my own but no luck. Hoping you can help me resolve this quickly. I haven't changed any settings recently.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
910,I don’t understand why certain features disappear after I log in. Thanks in advance for your help. Hoping you can help me resolve this quickly.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
911,I don’t understand why certain features disappear after I log in. I've tried troubleshooting on my own but no luck. This issue is affecting my work.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
912,Everything was working fine earlier but now nothing loads. Let me know if you need screenshots or additional details. Hoping you can help me resolve this quickly.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
913,The dashboard graphs are not loading like they used to. I haven't changed any settings recently.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
914,I noticed an unexpected charge on my account and can't figure out where it came from. Please let me know what steps I should take next. Thanks in advance for your help. Hoping you can help me resolve this quickly.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
915,"The system keeps timing out, so I assume there's a backend issue. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck.",C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
916,I'm thinking about canceling because I no longer need the service. Hoping you can help me resolve this quickly. I checked the FAQ but couldn't find anything useful. This issue is affecting my work.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
917,The tracking number hasn't updated in over a week. I've tried troubleshooting on my own but no luck.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
918,The dashboard graphs are not loading like they used to. Please let me know what steps I should take next.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
919,"Not sure who to contact, but hoping you can point me in the right direction. Hoping you can help me resolve this quickly. I've tried troubleshooting on my own but no luck. This has been really frustrating.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
920,Everything was working fine earlier but now nothing loads. Let me know if you need screenshots or additional details. Thanks in advance for your help.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
921,I can't reset my password because the reset link keeps expiring instantly. I checked the FAQ but couldn't find anything useful.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
922,Your cancellation policy feels misleading based on what was advertised. This has been really frustrating. Hoping you can help me resolve this quickly. Please let me know what steps I should take next.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
923,I was billed twice for the same month and need help sorting it out. I've tried troubleshooting on my own but no luck.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
924,The app keeps freezing whenever I try to upload a file. Not sure if this is a known issue. Please let me know what steps I should take next.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
925,Are there known outages right now? My whole team is affected. I checked the FAQ but couldn't find anything useful.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
926,The dashboard graphs are not loading like they used to. I haven't changed any settings recently. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
927,I was told one thing by sales and now support is telling me something else. I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently. Not sure if this is a known issue.,C11,,They dispute policies or conflicting expectations set by different teams.
928,Just a quick note to say I love the new update! Hoping you can help me resolve this quickly.,C10,,The text is primarily praise or positive feedback about the product or support.
929,I'm being charged fees that I was never informed about. Please let me know what steps I should take next.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
930,The app keeps freezing whenever I try to upload a file. This issue is affecting my work.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
931,Just a quick note to say I love the new update! Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently.,C10,,The text is primarily praise or positive feedback about the product or support.
932,The dashboard graphs are not loading like they used to. This issue is affecting my work. I haven't changed any settings recently.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
933,My package was marked delivered but it's nowhere to be found. Not sure if this is a known issue. Thanks in advance for your help. I've tried troubleshooting on my own but no luck.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
934,Why was my refund request denied even though I'm within the return window? I haven't changed any settings recently. This has been really frustrating.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
935,"The system keeps timing out, so I assume there's a backend issue. This has been really frustrating. Hoping you can help me resolve this quickly. I haven't changed any settings recently.",C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
936,My package was marked delivered but it's nowhere to be found. Please let me know what steps I should take next.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
937,It would be great if there was a dark mode. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
938,I noticed an unexpected charge on my account and can't figure out where it came from. Let me know if you need screenshots or additional details.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
939,My email login stopped working after I updated my profile. I haven't changed any settings recently. This issue is affecting my work. This has been really frustrating.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
940,I keep getting a blank screen after logging in. Please let me know what steps I should take next.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
941,I received the wrong item and need to exchange it. I checked the FAQ but couldn't find anything useful.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
942,Really impressed with how fast your team resolved my issue. I checked the FAQ but couldn't find anything useful.,C10,,The text is primarily praise or positive feedback about the product or support.
943,The dashboard graphs are not loading like they used to. Please let me know what steps I should take next. Hoping you can help me resolve this quickly.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
944,This request is actually about a different service you offer. Thanks in advance for your help.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
945,The invoice amount doesn't match what was shown during checkout. Let me know if you need screenshots or additional details.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
946,I canceled but I'm still being charged monthly. I checked the FAQ but couldn't find anything useful.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
947,Why was my refund request denied even though I'm within the return window? I've tried troubleshooting on my own but no luck. This has been really frustrating.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
948,Everything was working fine earlier but now nothing loads. Let me know if you need screenshots or additional details.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
949,The shipment arrived damaged and unusable. Thanks in advance for your help. Not sure if this is a known issue.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
950,Everything was working fine earlier but now nothing loads. This has been really frustrating. Not sure if this is a known issue.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
951,I was billed twice for the same month and need help sorting it out. This issue is affecting my work. I haven't changed any settings recently.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
952,I was told one thing by sales and now support is telling me something else. I haven't changed any settings recently.,C11,,They dispute policies or conflicting expectations set by different teams.
953,Really impressed with how fast your team resolved my issue. I haven't changed any settings recently.,C10,,The text is primarily praise or positive feedback about the product or support.
954,I'd like to cancel my account but can't find the option anywhere. This issue is affecting my work. Let me know if you need screenshots or additional details.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
955,This product has made my workflow so much easier. I haven't changed any settings recently. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.,C10,,The text is primarily praise or positive feedback about the product or support.
956,Your cancellation policy feels misleading based on what was advertised. Please let me know what steps I should take next. This has been really frustrating. Hoping you can help me resolve this quickly.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
957,I was told one thing by sales and now support is telling me something else. I checked the FAQ but couldn't find anything useful. This has been really frustrating.,C11,,They dispute policies or conflicting expectations set by different teams.
