ID,Text,Primary Category ID,Secondary Category IDs,Classification Reasoning
814,The app keeps freezing whenever I try to upload a file. Hoping you can help me resolve this quickly.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
815,The tracking number hasn't updated in over a week. Please let me know what steps I should take next. I haven't changed any settings recently. This has been really frustrating.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
816,I can't reset my password because the reset link keeps expiring instantly. This has been really frustrating. Please let me know what steps I should take next.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
817,The app keeps freezing whenever I try to upload a file. This issue is affecting my work.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
818,I was told one thing by sales and now support is telling me something else. I checked the FAQ but couldn't find anything useful. This has been really frustrating.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
819,I canceled but I'm still being charged monthly. Hoping you can help me resolve this quickly. Not sure if this is a known issue.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
820,I don’t understand why certain features disappear after I log in. This issue is affecting my work. Please let me know what steps I should take next.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
821,I received the wrong item and need to exchange it. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
822,Just a quick note to say I love the new update! Let me know if you need screenshots or additional details.,C10,,The message shares positive feedback about the product or support without raising a problem.
823,What exactly is the difference between your basic and premium plans? Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
824,I don’t understand why certain features disappear after I log in. I've tried troubleshooting on my own but no luck.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
825,The instructions on your help page don't match what I see in the app. This issue is affecting my work. I've tried troubleshooting on my own but no luck. Please let me know what steps I should take next.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
826,I was billed twice for the same month and need help sorting it out. I haven't changed any settings recently.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
827,The tracking number hasn't updated in over a week. Not sure if this is a known issue. This has been really frustrating.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
828,The latest update caused the settings page to crash. Please let me know what steps I should take next.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
829,I canceled but I'm still being charged monthly. Hoping you can help me resolve this quickly. Not sure if this is a known issue. This issue is affecting my work.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
830,I just wanted to say your support team was incredibly helpful. I've tried troubleshooting on my own but no luck.,C10,,The message shares positive feedback about the product or support without raising a problem.
831,"Sorry if this isn't the right inbox, but I need help with something unrelated. Please let me know what steps I should take next. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
832,Any chance of adding more customization to the dashboard widgets? Not sure if this is a known issue. This has been really frustrating. I've tried troubleshooting on my own but no luck.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
833,I received the wrong item and need to exchange it. Thanks in advance for your help. I haven't changed any settings recently.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
834,Just a quick note to say I love the new update! Not sure if this is a known issue. This issue is affecting my work.,C10,,The message shares positive feedback about the product or support without raising a problem.
835,The invoice amount doesn't match what was shown during checkout. This has been really frustrating. Thanks in advance for your help. I haven't changed any settings recently.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
836,Just a quick note to say I love the new update! This has been really frustrating.,C10,,The message shares positive feedback about the product or support without raising a problem.
837,I was hoping to switch to a free plan but don't see any downgrade option. I haven't changed any settings recently. This has been really frustrating.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
838,My package was marked delivered but it's nowhere to be found. Hoping you can help me resolve this quickly.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
839,Can you add support for exporting reports in more formats? I've tried troubleshooting on my own but no luck. This has been really frustrating.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
840,"Sorry if this isn't the right inbox, but I need help with something unrelated. Hoping you can help me resolve this quickly. Let me know if you need screenshots or additional details. Thanks in advance for your help.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
841,I think this message got sent to the wrong department—I'm looking for HR. Let me know if you need screenshots or additional details.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
842,The tracking number hasn't updated in over a week. Hoping you can help me resolve this quickly.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
843,Any chance of adding more customization to the dashboard widgets? This issue is affecting my work.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
844,Any chance of adding more customization to the dashboard widgets? Not sure if this is a known issue. Hoping you can help me resolve this quickly.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
845,Can you add support for exporting reports in more formats? I haven't changed any settings recently. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
846,I think this message got sent to the wrong department—I'm looking for HR. This issue is affecting my work.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
847,My package was marked delivered but it's nowhere to be found. I've tried troubleshooting on my own but no luck.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
848,My email login stopped working after I updated my profile. Please let me know what steps I should take next. Let me know if you need screenshots or additional details.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
849,Can you add support for exporting reports in more formats? Please let me know what steps I should take next.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
850,The dashboard graphs are not loading like they used to. Hoping you can help me resolve this quickly. This has been really frustrating.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
851,The tracking number hasn't updated in over a week. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently. Thanks in advance for your help.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
852,What exactly is the difference between your basic and premium plans? Please let me know what steps I should take next.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
853,Your service seems to be down—I can't access anything. Hoping you can help me resolve this quickly. This issue is affecting my work. Please let me know what steps I should take next.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
854,Your service seems to be down—I can't access anything. This issue is affecting my work. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
855,The dashboard graphs are not loading like they used to. I've tried troubleshooting on my own but no luck. Thanks in advance for your help. Let me know if you need screenshots or additional details.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
856,My email login stopped working after I updated my profile. Not sure if this is a known issue. Please let me know what steps I should take next. This has been really frustrating.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
857,Everything was working fine earlier but now nothing loads. Thanks in advance for your help. I haven't changed any settings recently. Please let me know what steps I should take next.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
858,I'm being charged fees that I was never informed about. This has been really frustrating. Please let me know what steps I should take next. Not sure if this is a known issue.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
859,I was billed twice for the same month and need help sorting it out. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
860,My package was marked delivered but it's nowhere to be found. I checked the FAQ but couldn't find anything useful. This has been really frustrating. I haven't changed any settings recently.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
861,Just a quick note to say I love the new update! This has been really frustrating.,C10,,The message shares positive feedback about the product or support without raising a problem.
862,Are there known outages right now? My whole team is affected. This has been really frustrating. This issue is affecting my work.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
863,My email login stopped working after I updated my profile. I've tried troubleshooting on my own but no luck.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
864,I canceled but I'm still being charged monthly. This issue is affecting my work. Thanks in advance for your help.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
865,The two-factor authentication code never arrives to my phone. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
866,This request is actually about a different service you offer. Let me know if you need screenshots or additional details. I checked the FAQ but couldn't find anything useful.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
867,Really impressed with how fast your team resolved my issue. This has been really frustrating. Hoping you can help me resolve this quickly. I haven't changed any settings recently.,C10,,The message shares positive feedback about the product or support without raising a problem.
868,I can't reset my password because the reset link keeps expiring instantly. This issue is affecting my work.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
869,Your cancellation policy feels misleading based on what was advertised. Let me know if you need screenshots or additional details. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
870,The invoice amount doesn't match what was shown during checkout. This has been really frustrating.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
871,"The system keeps timing out, so I assume there's a backend issue. I haven't changed any settings recently.",C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
872,Are there known outages right now? My whole team is affected. Not sure if this is a known issue.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
873,Any chance of adding more customization to the dashboard widgets? I haven't changed any settings recently. Not sure if this is a known issue. Let me know if you need screenshots or additional details.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
874,Really impressed with how fast your team resolved my issue. Let me know if you need screenshots or additional details. I've tried troubleshooting on my own but no luck.,C10,,The message shares positive feedback about the product or support without raising a problem.
875,My email login stopped working after I updated my profile. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
876,"Sorry if this isn't the right inbox, but I need help with something unrelated. This has been really frustrating. Thanks in advance for your help. I haven't changed any settings recently.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
877,I was told one thing by sales and now support is telling me something else. Thanks in advance for your help. Hoping you can help me resolve this quickly.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
878,What exactly is the difference between your basic and premium plans? This issue is affecting my work.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
879,I'd like to cancel my account but can't find the option anywhere. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently. Thanks in advance for your help.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
880,I don’t understand why certain features disappear after I log in. I've tried troubleshooting on my own but no luck.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
881,I think this message got sent to the wrong department—I'm looking for HR. Thanks in advance for your help.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
882,This request is actually about a different service you offer. Thanks in advance for your help. I haven't changed any settings recently.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
883,This product has made my workflow so much easier. Hoping you can help me resolve this quickly. Please let me know what steps I should take next.,C10,,The message shares positive feedback about the product or support without raising a problem.
884,This request is actually about a different service you offer. Thanks in advance for your help.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
885,The instructions on your help page don't match what I see in the app. Thanks in advance for your help.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
886,The dashboard graphs are not loading like they used to. I haven't changed any settings recently.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
887,Why was my refund request denied even though I'm within the return window? I've tried troubleshooting on my own but no luck. Hoping you can help me resolve this quickly.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
888,It would be great if there was a dark mode. This issue is affecting my work.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
889,I'm being charged fees that I was never informed about. Please let me know what steps I should take next. Not sure if this is a known issue. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
890,The shipment arrived damaged and unusable. I haven't changed any settings recently. This issue is affecting my work.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
891,My email login stopped working after I updated my profile. Let me know if you need screenshots or additional details.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
892,Your cancellation policy feels misleading based on what was advertised. I checked the FAQ but couldn't find anything useful.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
893,My email login stopped working after I updated my profile. Let me know if you need screenshots or additional details.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
894,My email login stopped working after I updated my profile. I haven't changed any settings recently. This issue is affecting my work. Let me know if you need screenshots or additional details.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
895,Why was my refund request denied even though I'm within the return window? This issue is affecting my work.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
896,Your service seems to be down—I can't access anything. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
897,Everything was working fine earlier but now nothing loads. This has been really frustrating. Hoping you can help me resolve this quickly. Please let me know what steps I should take next.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
898,The shipment arrived damaged and unusable. Please let me know what steps I should take next. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
899,Your cancellation policy feels misleading based on what was advertised. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
900,Everything was working fine earlier but now nothing loads. I checked the FAQ but couldn't find anything useful. This has been really frustrating.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
901,I don’t understand why certain features disappear after I log in. I've tried troubleshooting on my own but no luck. Let me know if you need screenshots or additional details.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
902,Really impressed with how fast your team resolved my issue. This issue is affecting my work.,C10,,The message shares positive feedback about the product or support without raising a problem.
903,"Not sure who to contact, but hoping you can point me in the right direction. Thanks in advance for your help.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
904,"The system keeps timing out, so I assume there's a backend issue. Hoping you can help me resolve this quickly.",C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
905,I'm locked out of my account even though my password is correct. This has been really frustrating. Not sure if this is a known issue.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
906,I keep getting a blank screen after logging in. I've tried troubleshooting on my own but no luck. This issue is affecting my work.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
907,I think this message got sent to the wrong department—I'm looking for HR. Let me know if you need screenshots or additional details.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
908,The tracking number hasn't updated in over a week. This issue is affecting my work. This has been really frustrating. Please let me know what steps I should take next.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
909,The instructions on your help page don't match what I see in the app. I've tried troubleshooting on my own but no luck. Hoping you can help me resolve this quickly. I haven't changed any settings recently.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
910,I don’t understand why certain features disappear after I log in. Thanks in advance for your help. Hoping you can help me resolve this quickly.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
911,I don’t understand why certain features disappear after I log in. I've tried troubleshooting on my own but no luck. This issue is affecting my work.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
912,Everything was working fine earlier but now nothing loads. Let me know if you need screenshots or additional details. Hoping you can help me resolve this quickly.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
913,The dashboard graphs are not loading like they used to. I haven't changed any settings recently.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
914,I noticed an unexpected charge on my account and can't figure out where it came from. Please let me know what steps I should take next. Thanks in advance for your help. Hoping you can help me resolve this quickly.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
915,"The system keeps timing out, so I assume there's a backend issue. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck.",C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
916,I'm thinking about canceling because I no longer need the service. Hoping you can help me resolve this quickly. I checked the FAQ but couldn't find anything useful. This issue is affecting my work.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
917,The tracking number hasn't updated in over a week. I've tried troubleshooting on my own but no luck.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
918,The dashboard graphs are not loading like they used to. Please let me know what steps I should take next.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
919,"Not sure who to contact, but hoping you can point me in the right direction. Hoping you can help me resolve this quickly. I've tried troubleshooting on my own but no luck. This has been really frustrating.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
920,Everything was working fine earlier but now nothing loads. Let me know if you need screenshots or additional details. Thanks in advance for your help.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
921,I can't reset my password because the reset link keeps expiring instantly. I checked the FAQ but couldn't find anything useful.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
922,Your cancellation policy feels misleading based on what was advertised. This has been really frustrating. Hoping you can help me resolve this quickly. Please let me know what steps I should take next.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
923,I was billed twice for the same month and need help sorting it out. I've tried troubleshooting on my own but no luck.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
924,The app keeps freezing whenever I try to upload a file. Not sure if this is a known issue. Please let me know what steps I should take next.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
925,Are there known outages right now? My whole team is affected. I checked the FAQ but couldn't find anything useful.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
926,The dashboard graphs are not loading like they used to. I haven't changed any settings recently. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
927,I was told one thing by sales and now support is telling me something else. I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently. Not sure if this is a known issue.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
928,Just a quick note to say I love the new update! Hoping you can help me resolve this quickly.,C10,,The message shares positive feedback about the product or support without raising a problem.
929,I'm being charged fees that I was never informed about. Please let me know what steps I should take next.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
930,The app keeps freezing whenever I try to upload a file. This issue is affecting my work.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
931,Just a quick note to say I love the new update! Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently.,C10,,The message shares positive feedback about the product or support without raising a problem.
932,The dashboard graphs are not loading like they used to. This issue is affecting my work. I haven't changed any settings recently.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
933,My package was marked delivered but it's nowhere to be found. Not sure if this is a known issue. Thanks in advance for your help. I've tried troubleshooting on my own but no luck.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
934,Why was my refund request denied even though I'm within the return window? I haven't changed any settings recently. This has been really frustrating.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
935,"The system keeps timing out, so I assume there's a backend issue. This has been really frustrating. Hoping you can help me resolve this quickly. I haven't changed any settings recently.",C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
936,My package was marked delivered but it's nowhere to be found. Please let me know what steps I should take next.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
937,It would be great if there was a dark mode. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
938,I noticed an unexpected charge on my account and can't figure out where it came from. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
939,My email login stopped working after I updated my profile. I haven't changed any settings recently. This issue is affecting my work. This has been really frustrating.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
940,I keep getting a blank screen after logging in. Please let me know what steps I should take next.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
941,I received the wrong item and need to exchange it. I checked the FAQ but couldn't find anything useful.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
942,Really impressed with how fast your team resolved my issue. I checked the FAQ but couldn't find anything useful.,C10,,The message shares positive feedback about the product or support without raising a problem.
943,The dashboard graphs are not loading like they used to. Please let me know what steps I should take next. Hoping you can help me resolve this quickly.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
944,This request is actually about a different service you offer. Thanks in advance for your help.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
945,The invoice amount doesn't match what was shown during checkout. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
946,I canceled but I'm still being charged monthly. I checked the FAQ but couldn't find anything useful.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
947,Why was my refund request denied even though I'm within the return window? I've tried troubleshooting on my own but no luck. This has been really frustrating.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
948,Everything was working fine earlier but now nothing loads. Let me know if you need screenshots or additional details.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
949,The shipment arrived damaged and unusable. Thanks in advance for your help. Not sure if this is a known issue.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
950,Everything was working fine earlier but now nothing loads. This has been really frustrating. Not sure if this is a known issue.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
951,I was billed twice for the same month and need help sorting it out. This issue is affecting my work. I haven't changed any settings recently.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
952,I was told one thing by sales and now support is telling me something else. I haven't changed any settings recently.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
953,Really impressed with how fast your team resolved my issue. I haven't changed any settings recently.,C10,,The message shares positive feedback about the product or support without raising a problem.
954,I'd like to cancel my account but can't find the option anywhere. This issue is affecting my work. Let me know if you need screenshots or additional details.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
955,This product has made my workflow so much easier. I haven't changed any settings recently. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.,C10,,The message shares positive feedback about the product or support without raising a problem.
956,Your cancellation policy feels misleading based on what was advertised. Please let me know what steps I should take next. This has been really frustrating. Hoping you can help me resolve this quickly.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
957,I was told one thing by sales and now support is telling me something else. I checked the FAQ but couldn't find anything useful. This has been really frustrating.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
958,I just wanted to say your support team was incredibly helpful. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck.,C10,,The message shares positive feedback about the product or support without raising a problem.
959,Why was my refund request denied even though I'm within the return window? Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
960,"Sorry if this isn't the right inbox, but I need help with something unrelated. This has been really frustrating. This issue is affecting my work.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
961,My subscription renewed even though I thought I canceled it last month. This has been really frustrating.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
962,My package was marked delivered but it's nowhere to be found. Hoping you can help me resolve this quickly. Thanks in advance for your help.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
963,I think this message got sent to the wrong department—I'm looking for HR. Let me know if you need screenshots or additional details. This issue is affecting my work. Please let me know what steps I should take next.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
964,"Not sure who to contact, but hoping you can point me in the right direction. Thanks in advance for your help.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
965,I received the wrong item and need to exchange it. This has been really frustrating. I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
966,I was hoping to switch to a free plan but don't see any downgrade option. I haven't changed any settings recently. I checked the FAQ but couldn't find anything useful. Thanks in advance for your help.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
967,I noticed an unexpected charge on my account and can't figure out where it came from. I checked the FAQ but couldn't find anything useful. Thanks in advance for your help.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
968,The invoice amount doesn't match what was shown during checkout. I've tried troubleshooting on my own but no luck. Thanks in advance for your help. This has been really frustrating.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
969,My package was marked delivered but it's nowhere to be found. This has been really frustrating. I haven't changed any settings recently. Thanks in advance for your help.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
970,I keep getting a blank screen after logging in. I checked the FAQ but couldn't find anything useful.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
971,The tracking number hasn't updated in over a week. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
972,"Sorry if this isn't the right inbox, but I need help with something unrelated. Let me know if you need screenshots or additional details.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
973,The app keeps freezing whenever I try to upload a file. Thanks in advance for your help.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
974,My subscription renewed even though I thought I canceled it last month. I haven't changed any settings recently. Hoping you can help me resolve this quickly. Not sure if this is a known issue.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
975,Everything was working fine earlier but now nothing loads. I checked the FAQ but couldn't find anything useful. Hoping you can help me resolve this quickly. Thanks in advance for your help.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
976,The instructions on your help page don't match what I see in the app. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful. This issue is affecting my work.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
977,Everything was working fine earlier but now nothing loads. I checked the FAQ but couldn't find anything useful.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
978,Are there known outages right now? My whole team is affected. Not sure if this is a known issue. This has been really frustrating.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
979,I'd like to cancel my account but can't find the option anywhere. Please let me know what steps I should take next. This issue is affecting my work.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
980,"Sorry if this isn't the right inbox, but I need help with something unrelated. This has been really frustrating.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
981,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. I checked the FAQ but couldn't find anything useful.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
982,Your cancellation policy feels misleading based on what was advertised. Thanks in advance for your help. I've tried troubleshooting on my own but no luck.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
983,"Not sure who to contact, but hoping you can point me in the right direction. Please let me know what steps I should take next. Not sure if this is a known issue. Hoping you can help me resolve this quickly.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
984,Just a quick note to say I love the new update! I've tried troubleshooting on my own but no luck. I haven't changed any settings recently. I checked the FAQ but couldn't find anything useful.,C10,,The message shares positive feedback about the product or support without raising a problem.
